#RIC,Date[L],Time[L],Type,Qualifiers,Open,High,Low,Last,Volume,Open Interest,Settle,Data Source
ALVG.DE,31-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,01-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-JAN-2003,,End Of Day,,92.6,98.47,91.2,98.47,1718039,,,Verified
ALVG.DE,03-JAN-2003,,End Of Day,,97.9,100,95.52,97.4,1652382,,,Verified
ALVG.DE,04-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,05-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,06-JAN-2003,,End Of Day,,98.5,99.6,93.48,98.85,1614458,,,Verified
ALVG.DE,07-JAN-2003,,End Of Day,,98.18,98.4,94.5,95.74,1863700,,,Verified
ALVG.DE,08-JAN-2003,,End Of Day,,94.51,95.4,91.5,91.5,1873016,,,Verified
ALVG.DE,09-JAN-2003,,End Of Day,,92.5,92.94,88.16,92.36,2427457,,,Verified
ALVG.DE,10-JAN-2003,,End Of Day,,92.5,95.3,91.34,93.02,1912485,,,Verified
ALVG.DE,11-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,12-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,13-JAN-2003,,End Of Day,,94.75,96.4,93.12,93.21,1461354,,,Verified
ALVG.DE,14-JAN-2003,,End Of Day,,93.6,96.5,92.66,94.65,1866349,,,Verified
ALVG.DE,15-JAN-2003,,End Of Day,,96,96.5,92.82,93.39,1746643,,,Verified
ALVG.DE,16-JAN-2003,,End Of Day,,93.11,94.5,92.32,93.09,1155724,,,Verified
ALVG.DE,17-JAN-2003,,End Of Day,,92.14,93.19,88.25,88.25,2175873,,,Verified
ALVG.DE,18-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,19-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,20-JAN-2003,,End Of Day,,89.7,89.92,84.56,84.74,1633985,,,Verified
ALVG.DE,21-JAN-2003,,End Of Day,,85.7,87.12,83.81,84.49,2563732,,,Verified
ALVG.DE,22-JAN-2003,,End Of Day,,84.55,85.37,80.35,82.2,2515830,,,Verified
ALVG.DE,23-JAN-2003,,End Of Day,,83.02,84.77,80.5,81.94,2008809,,,Verified
ALVG.DE,24-JAN-2003,,End Of Day,,82.25,83.1,78.92,79.25,1999457,,,Verified
ALVG.DE,25-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,26-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,27-JAN-2003,,End Of Day,,79.2,79.5,73.5,74.79,2947770,,,Verified
ALVG.DE,28-JAN-2003,,End Of Day,,75.75,78.2,71.17,74.52,3353509,,,Verified
ALVG.DE,29-JAN-2003,,End Of Day,,72.99,77.4,71.17,75.27,2784605,,,Verified
ALVG.DE,30-JAN-2003,,End Of Day,,74.85,77.08,72.2,73,2812118,,,Verified
ALVG.DE,31-JAN-2003,,End Of Day,,71.97,73.99,70.11,73.89,2450533,,,Verified
ALVG.DE,01-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,03-FEB-2003,,End Of Day,,76,76.47,73,74,2126512,,,Verified
ALVG.DE,04-FEB-2003,,End Of Day,,72.76,73.14,68.7,69.6,3076520,,,Verified
ALVG.DE,05-FEB-2003,,End Of Day,,69.77,73.1,67.26,72.5,2954286,,,Verified
ALVG.DE,06-FEB-2003,,End Of Day,,70.5,72.47,68.73,70,2384592,,,Verified
ALVG.DE,07-FEB-2003,,End Of Day,,70.1,72.1,67.58,67.8,2333706,,,Verified
ALVG.DE,08-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,09-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,10-FEB-2003,,End Of Day,,67.8,67.85,64,65.75,3168211,,,Verified
ALVG.DE,11-FEB-2003,,End Of Day,,67.01,69.79,65.5,67.46,2744357,,,Verified
ALVG.DE,12-FEB-2003,,End Of Day,,66.66,67.57,64.05,66.15,3319630,,,Verified
ALVG.DE,13-FEB-2003,,End Of Day,,65,68.8,64.22,66.85,2826821,,,Verified
ALVG.DE,14-FEB-2003,,End Of Day,,68.49,71.88,67.64,71,3119264,,,Verified
ALVG.DE,15-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,16-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,17-FEB-2003,,End Of Day,,72.5,74.24,72.22,73.8,1909118,,,Verified
ALVG.DE,18-FEB-2003,,End Of Day,,73.45,77.15,71.71,76.92,3068833,,,Verified
ALVG.DE,19-FEB-2003,,End Of Day,,75.2,76.31,72.52,72.8,2299105,,,Verified
ALVG.DE,20-FEB-2003,,End Of Day,,73,74.1,69.85,70.7,2000301,,,Verified
ALVG.DE,21-FEB-2003,,End Of Day,,70.09,71.33,68.3,71.33,2206244,,,Verified
ALVG.DE,22-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,23-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,24-FEB-2003,,End Of Day,,71.9,71.9,68.51,68.6,1397123,,,Verified
ALVG.DE,25-FEB-2003,,End Of Day,,68.3,68.35,64.32,65.45,3037487,,,Verified
ALVG.DE,26-FEB-2003,,End Of Day,,66.5,66.79,63.32,63.57,2193348,,,Verified
ALVG.DE,27-FEB-2003,,End Of Day,,63.4,65.5,62.5,65.5,2773457,,,Verified
ALVG.DE,28-FEB-2003,,End Of Day,,65.1,68,64.6,66.46,2107580,,,Verified
ALVG.DE,01-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,03-MAR-2003,,End Of Day,,68.4,69.7,66.79,68,1755542,,,Verified
ALVG.DE,04-MAR-2003,,End Of Day,,66.4,67.27,64.14,65.1,1774437,,,Verified
ALVG.DE,05-MAR-2003,,End Of Day,,64.12,67.5,63.57,65.92,1781051,,,Verified
ALVG.DE,06-MAR-2003,,End Of Day,,66.81,66.9,62.8,63.15,2084303,,,Verified
ALVG.DE,07-MAR-2003,,End Of Day,,62.5,62.8,60.87,61.89,2278348,,,Verified
ALVG.DE,08-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,09-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,10-MAR-2003,,End Of Day,,62.3,62.5,58.31,58.4,2157340,,,Verified
ALVG.DE,11-MAR-2003,,End Of Day,,58.05,61,56.71,58,2642717,,,Verified
ALVG.DE,12-MAR-2003,,End Of Day,,58.1,59.19,52.5,53,4600738,,,Verified
ALVG.DE,13-MAR-2003,,End Of Day,,55.59,58.02,53.21,58.02,3732968,,,Verified
ALVG.DE,14-MAR-2003,,End Of Day,,59.6,63.85,59.15,59.71,5537822,,,Verified
ALVG.DE,15-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,16-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,17-MAR-2003,,End Of Day,,56.68,62.79,55.35,62.3,4749494,,,Verified
ALVG.DE,18-MAR-2003,,End Of Day,,62,66.5,60.51,63.99,5970986,,,Verified
ALVG.DE,19-MAR-2003,,End Of Day,,64.25,68.92,60.37,64.8,5867069,,,Verified
ALVG.DE,20-MAR-2003,,End Of Day,,60.5,64.35,57.42,60,10394440,,,Verified
ALVG.DE,21-MAR-2003,,End Of Day,,60,61.44,57.84,60.65,8129468,,,Verified
ALVG.DE,22-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,23-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,24-MAR-2003,,End Of Day,,58,59.97,55.61,55.61,4849909,,,Verified
ALVG.DE,25-MAR-2003,,End Of Day,,55.33,57.98,52.75,57.9,4813501,,,Verified
ALVG.DE,26-MAR-2003,,End Of Day,,58.7,58.7,54,54,4239883,,,Verified
ALVG.DE,27-MAR-2003,,End Of Day,,53.9,54,50.76,52.39,4488934,,,Verified
ALVG.DE,28-MAR-2003,,End Of Day,,52,52.25,49.95,50,4237055,,,Verified
ALVG.DE,29-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,30-MAR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,31-MAR-2003,,End Of Day,,49.4,49.53,44.5,45.4,6077731,,,Verified
ALVG.DE,01-APR-2003,,End Of Day,,47.24,48.85,46.93,48,3999356,,,Verified
ALVG.DE,02-APR-2003,,End Of Day,,50.35,52,50,50.85,5424413,,,Verified
ALVG.DE,03-APR-2003,,End Of Day,,50.5,52.89,48.05,48.58,6679698,,,Verified
ALVG.DE,04-APR-2003,,End Of Day,,49.7,50.7,48.95,50.02,3640655,,,Verified
ALVG.DE,05-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,06-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,07-APR-2003,,End Of Day,,55,56.39,53.66,56.19,5941352,,,Verified
ALVG.DE,08-APR-2003,,End Of Day,,54.55,59.49,54.05,57.4,5783894,,,Verified
ALVG.DE,09-APR-2003,,End Of Day,,55.5,60.99,55,58,6553296,,,Verified
ALVG.DE,10-APR-2003,,End Of Day,,57.5,61.3,56.88,59,6332773,,,Verified
ALVG.DE,11-APR-2003,,End Of Day,,60.35,60.49,56,56.95,6798049,,,Verified
ALVG.DE,12-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,13-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,14-APR-2003,,End Of Day,,58.39,59.25,55.42,56.35,6814868,,,Verified
ALVG.DE,15-APR-2003,,End Of Day,,51.75,57.65,51.7,56.53,15374602,,,Verified
ALVG.DE,16-APR-2003,,End Of Day,,59.88,61.5,58.25,58.92,11063139,,,Verified
ALVG.DE,17-APR-2003,,End Of Day,,58.1,59.99,58.01,58.96,6875232,,,Verified
ALVG.DE,18-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,19-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,20-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,21-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,22-APR-2003,,End Of Day,No Trades,59,59.14,55.42,58.15,7595142,,,Verified
ALVG.DE,23-APR-2003,,End Of Day,,59.05,59.56,57.3,58.8,8903472,,,Verified
ALVG.DE,24-APR-2003,,End Of Day,,58.21,58.21,55.6,56,8672869,,,Verified
ALVG.DE,25-APR-2003,,End Of Day,,55.6,57.94,53.44,56.17,15023471,,,Verified
ALVG.DE,26-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,27-APR-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,28-APR-2003,,End Of Day,,56.46,61.32,55.51,60.86,7553911,,,Verified
ALVG.DE,29-APR-2003,,End Of Day,,61.9,65.48,60.55,62.01,11229691,,,Verified
ALVG.DE,30-APR-2003,,End Of Day,,61.09,64.8,60.88,63.35,7982223,,,Verified
ALVG.DE,01-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-MAY-2003,,End Of Day,No Trades,63.25,64.8,62.15,64.77,4080225,,,Verified
ALVG.DE,03-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,04-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,05-MAY-2003,,End Of Day,,65.4,67.06,62.3,65.85,5445168,,,Verified
ALVG.DE,06-MAY-2003,,End Of Day,,65.49,69.49,64.59,69.49,4437659,,,Verified
ALVG.DE,07-MAY-2003,,End Of Day,,69.02,70,67.49,68.03,5706786,,,Verified
ALVG.DE,08-MAY-2003,,End Of Day,,67.81,67.84,63.48,63.55,5389045,,,Verified
ALVG.DE,09-MAY-2003,,End Of Day,,64.79,65.25,61.53,64.99,5131214,,,Verified
ALVG.DE,10-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,11-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,12-MAY-2003,,End Of Day,,65.8,66.94,63.7,66.6,4418332,,,Verified
ALVG.DE,13-MAY-2003,,End Of Day,,67,67.24,65.31,66.2,3221317,,,Verified
ALVG.DE,14-MAY-2003,,End Of Day,,65.55,67.2,65,66.25,3143588,,,Verified
ALVG.DE,15-MAY-2003,,End Of Day,,66.48,67.79,65.43,67.2,4714597,,,Verified
ALVG.DE,16-MAY-2003,,End Of Day,,67.03,69.5,65.87,67.35,6686035,,,Verified
ALVG.DE,17-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,18-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,19-MAY-2003,,End Of Day,,65.36,65.79,61.6,61.9,5544738,,,Verified
ALVG.DE,20-MAY-2003,,End Of Day,,61.7,62.7,60.23,61.55,4938431,,,Verified
ALVG.DE,21-MAY-2003,,End Of Day,,61.8,61.9,57.9,59.8,6531156,,,Verified
ALVG.DE,22-MAY-2003,,End Of Day,,60,62.09,59.31,62.09,4158688,,,Verified
ALVG.DE,23-MAY-2003,,End Of Day,,61.89,62.44,58.22,58.95,3730859,,,Verified
ALVG.DE,24-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,25-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,26-MAY-2003,,End Of Day,,59.24,60.35,59.1,59.57,1072241,,,Verified
ALVG.DE,27-MAY-2003,,End Of Day,,59.25,60.9,57.52,60.53,3893630,,,Verified
ALVG.DE,28-MAY-2003,,End Of Day,,61.35,63.32,61.11,61.96,4571864,,,Verified
ALVG.DE,29-MAY-2003,,End Of Day,,62.01,64,61.23,62,1348057,,,Verified
ALVG.DE,30-MAY-2003,,End Of Day,,61.85,65.2,61.82,64.4,2411484,,,Verified
ALVG.DE,31-MAY-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,01-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-JUN-2003,,End Of Day,,66.55,68.1,66.2,68.1,4564466,,,Verified
ALVG.DE,03-JUN-2003,,End Of Day,,66.1,67.88,65.5,66.77,2570942,,,Verified
ALVG.DE,04-JUN-2003,,End Of Day,,68,69,66.33,68.7,3248412,,,Verified
ALVG.DE,05-JUN-2003,,End Of Day,,69.5,70,66.01,66.8,4860594,,,Verified
ALVG.DE,06-JUN-2003,,End Of Day,,67.98,69.97,67.77,69.2,4305421,,,Verified
ALVG.DE,07-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,08-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,09-JUN-2003,,End Of Day,,68.99,69.99,67.61,68.35,2084912,,,Verified
ALVG.DE,10-JUN-2003,,End Of Day,,68,73.45,67.8,72.79,7541993,,,Verified
ALVG.DE,11-JUN-2003,,End Of Day,,74.74,75.35,73.15,74.9,5827046,,,Verified
ALVG.DE,12-JUN-2003,,End Of Day,,75.9,78.4,75.61,76.5,6342598,,,Verified
ALVG.DE,13-JUN-2003,,End Of Day,,76.5,77.3,72.7,73.5,4444343,,,Verified
ALVG.DE,14-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,15-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,16-JUN-2003,,End Of Day,,72.85,76.48,71.6,76.42,4218971,,,Verified
ALVG.DE,17-JUN-2003,,End Of Day,,79,79.18,77.16,78.24,4835604,,,Verified
ALVG.DE,18-JUN-2003,,End Of Day,,78.68,78.95,76.51,78,4337528,,,Verified
ALVG.DE,19-JUN-2003,,End Of Day,,78.68,78.69,74.11,74.89,3066172,,,Verified
ALVG.DE,20-JUN-2003,,End Of Day,,75.32,76.12,74.26,76,12204667,,,Verified
ALVG.DE,21-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,22-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,23-JUN-2003,,End Of Day,,75.05,75.15,71.56,72,4121306,,,Verified
ALVG.DE,24-JUN-2003,,End Of Day,,72.38,73.7,71.21,73.6,3373562,,,Verified
ALVG.DE,25-JUN-2003,,End Of Day,,74.2,74.45,72.75,72.9,2569254,,,Verified
ALVG.DE,26-JUN-2003,,End Of Day,,71.19,73.8,70.8,73.2,3224753,,,Verified
ALVG.DE,27-JUN-2003,,End Of Day,,74.05,74.35,72.25,72.25,2319044,,,Verified
ALVG.DE,28-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,29-JUN-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,30-JUN-2003,,End Of Day,,73.1,74.5,70.8,72.38,3203208,,,Verified
ALVG.DE,01-JUL-2003,,End Of Day,,72.5,72.7,68.51,69.55,4595298,,,Verified
ALVG.DE,02-JUL-2003,,End Of Day,,71.39,73.4,71.03,73.25,3608909,,,Verified
ALVG.DE,03-JUL-2003,,End Of Day,,72.9,73.7,70.51,72.31,3300592,,,Verified
ALVG.DE,04-JUL-2003,,End Of Day,,72,72.41,71.11,72.3,1275155,,,Verified
ALVG.DE,05-JUL-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,06-JUL-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,07-JUL-2003,,End Of Day,,73.4,75.4,73,74.1,3640824,,,Verified
ALVG.DE,08-JUL-2003,,End Of Day,,74.89,77.14,74.64,76.96,3629367,,,Verified
ALVG.DE,09-JUL-2003,,End Of Day,,77.45,78.4,76.68,77.91,3793076,,,Verified
ALVG.DE,10-JUL-2003,,End Of Day,,77.84,78.3,75.05,75.52,3225099,,,Verified
ALVG.DE,11-JUL-2003,,End Of Day,,74.97,78.1,74.21,78.05,2520633,,,Verified
ALVG.DE,12-JUL-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,13-JUL-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,14-JUL-2003,,End Of Day,,79.2,82.9,78.9,82.9,5114490,,,Verified
ALVG.DE,15-JUL-2003,,End Of Day,,82.2,85.6,82,84.1,6264183,,,Verified
ALVG.DE,16-JUL-2003,,End Of Day,,85,85.99,84,84.78,4796998,,,Verified
ALVG.DE,17-JUL-2003,,End Of Day,,83.75,83.88,81,83.23,3573727,,,Verified
ALVG.DE,18-JUL-2003,,End Of Day,,82.9,85.82,82.8,85.5,3028334,,,Verified
ALVG.DE,19-JUL-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,20-JUL-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,21-JUL-2003,,End Of Day,,86.05,86.56,82.32,82.34,3416506,,,Verified
ALVG.DE,22-JUL-2003,,End Of Day,,82.6,83.15,79.71,82.63,4470878,,,Verified
ALVG.DE,23-JUL-2003,,End Of Day,,83.5,83.78,81.62,82.45,2682094,,,Verified
ALVG.DE,24-JUL-2003,,End Of Day,,82.9,84.38,81.15,84.38,2902252,,,Verified
ALVG.DE,25-JUL-2003,,End Of Day,,83.55,84.88,82.13,83.41,2509312,,,Verified
ALVG.DE,26-JUL-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,27-JUL-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,28-JUL-2003,,End Of Day,,85.25,86.49,85.01,86.49,3002226,,,Verified
ALVG.DE,29-JUL-2003,,End Of Day,,86,89.39,85.9,89.2,5213710,,,Verified
ALVG.DE,30-JUL-2003,,End Of Day,,88.1,91.62,88.08,90.82,5240571,,,Verified
ALVG.DE,31-JUL-2003,,End Of Day,,91.4,95,89.94,95,5850695,,,Verified
ALVG.DE,01-AUG-2003,,End Of Day,,94.55,94.78,90.76,92.29,3874250,,,Verified
ALVG.DE,02-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,03-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,04-AUG-2003,,End Of Day,,91.6,92.7,88.59,89.42,3776685,,,Verified
ALVG.DE,05-AUG-2003,,End Of Day,,90.27,92.3,89.02,91.37,3640417,,,Verified
ALVG.DE,06-AUG-2003,,End Of Day,,88.99,89.74,86.53,88.9,4518283,,,Verified
ALVG.DE,07-AUG-2003,,End Of Day,,88.59,88.89,84.26,86.25,5666061,,,Verified
ALVG.DE,08-AUG-2003,,End Of Day,,86.99,87.6,84.2,85.8,3037358,,,Verified
ALVG.DE,09-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,10-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,11-AUG-2003,,End Of Day,,86.2,87.6,85.16,87.05,2976314,,,Verified
ALVG.DE,12-AUG-2003,,End Of Day,,87.71,90.4,87.25,90,3885593,,,Verified
ALVG.DE,13-AUG-2003,,End Of Day,,91.38,91.58,87.93,88.7,4546059,,,Verified
ALVG.DE,14-AUG-2003,,End Of Day,,89.47,89.47,85.5,88.08,6054339,,,Verified
ALVG.DE,15-AUG-2003,,End Of Day,,87.2,88,84.85,85.35,5082587,,,Verified
ALVG.DE,16-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,17-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,18-AUG-2003,,End Of Day,,85.6,88.42,85.6,88.42,3407865,,,Verified
ALVG.DE,19-AUG-2003,,End Of Day,,89.4,90.67,88.5,89.07,3748452,,,Verified
ALVG.DE,20-AUG-2003,,End Of Day,,88.1,88.35,85.2,86.66,4690738,,,Verified
ALVG.DE,21-AUG-2003,,End Of Day,,87,87.52,86.02,87.25,3123741,,,Verified
ALVG.DE,22-AUG-2003,,End Of Day,,86.26,86.85,85.15,85.65,3054487,,,Verified
ALVG.DE,23-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,24-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,25-AUG-2003,,End Of Day,,85.12,85.58,83.65,84.25,2007529,,,Verified
ALVG.DE,26-AUG-2003,,End Of Day,,84,85.5,82.2,82.78,3552872,,,Verified
ALVG.DE,27-AUG-2003,,End Of Day,,83.78,84.39,82.63,83.5,2009049,,,Verified
ALVG.DE,28-AUG-2003,,End Of Day,,82.5,83.8,80.68,81.55,4349684,,,Verified
ALVG.DE,29-AUG-2003,,End Of Day,,82.56,82.82,80.15,81.21,3479529,,,Verified
ALVG.DE,30-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,31-AUG-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,01-SEP-2003,,End Of Day,,81.8,84.69,81.8,84.5,2553191,,,Verified
ALVG.DE,02-SEP-2003,,End Of Day,,84.8,85.51,82.6,83.35,2746995,,,Verified
ALVG.DE,03-SEP-2003,,End Of Day,,85,86.2,84,85.9,3460482,,,Verified
ALVG.DE,04-SEP-2003,,End Of Day,,85.32,87.55,85.3,87.2,2600807,,,Verified
ALVG.DE,05-SEP-2003,,End Of Day,,87,87.44,84.41,85.28,2309328,,,Verified
ALVG.DE,06-SEP-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,07-SEP-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,08-SEP-2003,,End Of Day,,86.27,87.14,85.21,86.59,2150486,,,Verified
ALVG.DE,09-SEP-2003,,End Of Day,,87.5,87.59,84.35,85.25,2625291,,,Verified
ALVG.DE,10-SEP-2003,,End Of Day,,84.99,85.5,83,83.64,2482207,,,Verified
ALVG.DE,11-SEP-2003,,End Of Day,,83,84.7,82.51,84.3,2289845,,,Verified
ALVG.DE,12-SEP-2003,,End Of Day,,83.9,84.61,81.64,83,2097541,,,Verified
ALVG.DE,13-SEP-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,14-SEP-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,15-SEP-2003,,End Of Day,,83.5,84.47,82.7,83.2,1698896,,,Verified
ALVG.DE,16-SEP-2003,,End Of Day,,83.68,84.78,83.16,84.6,1606269,,,Verified
ALVG.DE,17-SEP-2003,,End Of Day,,86,86.37,83.8,84.1,2627524,,,Verified
ALVG.DE,18-SEP-2003,,End Of Day,,84.3,85.2,83.31,84.5,2172576,,,Verified
ALVG.DE,19-SEP-2003,,End Of Day,,84.9,85.3,82.5,82.5,8031968,,,Verified
ALVG.DE,20-SEP-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,21-SEP-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,22-SEP-2003,,End Of Day,,81.76,81.76,78.15,78.45,5043469,,,Verified
ALVG.DE,23-SEP-2003,,End Of Day,,79.35,79.74,76.35,77.25,5004661,,,Verified
ALVG.DE,24-SEP-2003,,End Of Day,,78.35,79.34,73.51,74.39,4274752,,,Verified
ALVG.DE,25-SEP-2003,,End Of Day,,74.78,76.81,74.67,75.67,4372082,,,Verified
ALVG.DE,26-SEP-2003,,End Of Day,,75.5,76.8,75.3,75.83,3863896,,,Verified
ALVG.DE,27-SEP-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,28-SEP-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,29-SEP-2003,,End Of Day,,76.2,78.2,75.07,77.35,3245111,,,Verified
ALVG.DE,30-SEP-2003,,End Of Day,,77.02,77.65,74.5,75.8,4306504,,,Verified
ALVG.DE,01-OCT-2003,,End Of Day,,75.55,77.45,74.27,77.45,3802972,,,Verified
ALVG.DE,02-OCT-2003,,End Of Day,,78,78.78,76,76,3311339,,,Verified
ALVG.DE,03-OCT-2003,,End Of Day,,76.92,79.5,76.05,79.29,2942604,,,Verified
ALVG.DE,04-OCT-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,05-OCT-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,06-OCT-2003,,End Of Day,,78.59,78.99,77.35,78.48,1710138,,,Verified
ALVG.DE,07-OCT-2003,,End Of Day,,78.48,78.95,76.51,78.05,2335593,,,Verified
ALVG.DE,08-OCT-2003,,End Of Day,,78.5,79.16,76.8,77.5,2567715,,,Verified
ALVG.DE,09-OCT-2003,,End Of Day,,77.99,80.8,77.42,80.48,3167979,,,Verified
ALVG.DE,10-OCT-2003,,End Of Day,,79.85,81.7,79.11,79.95,2463785,,,Verified
ALVG.DE,11-OCT-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,12-OCT-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,13-OCT-2003,,End Of Day,,82.6,84.24,82.6,83.3,5196452,,,Verified
ALVG.DE,14-OCT-2003,,End Of Day,,83.94,84.03,82.05,82.88,3246848,,,Verified
ALVG.DE,15-OCT-2003,,End Of Day,,83.4,85.9,82.7,84.75,4483580,,,Verified
ALVG.DE,16-OCT-2003,,End Of Day,,84.51,85.3,83.22,84.95,2958606,,,Verified
ALVG.DE,17-OCT-2003,,End Of Day,,84,85.3,82.77,83,4037401,,,Verified
ALVG.DE,18-OCT-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,19-OCT-2003,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,20-OCT-2003,,End Of Day,,82.95,84.7,82.2,84.39,2833873,,,Verified
ALVG.DE,21-OCT-2003,,End Of Day,,85,85.5,84.05,85.23,2684425,,,Verified
ALVG.DE,22-OCT-2003,,End Of Day,,84.5,84.93,82.4,82.4,2430895,,,Verified
