#RIC,Date[L],Time[L],Type,Qualifiers,Open,High,Low,Last,Volume,Open Interest,Settle,Data Source
FMEG.DE,27-APR-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,28-APR-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,29-APR-2002,,End Of Day,,70.48,70.53,69.24,69.45,247664,,,Verified
FMEG.DE,30-APR-2002,,End Of Day,,70.1,70.6,65.5,65.85,528591,,,Verified
FMEG.DE,01-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,02-MAY-2002,,End Of Day,,65.05,65.68,61.68,62,965031,,,Verified
FMEG.DE,03-MAY-2002,,End Of Day,,62.69,63.13,61.35,62.4,549529,,,Verified
FMEG.DE,04-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,05-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,06-MAY-2002,,End Of Day,,63.1,63.1,61.4,61.4,174378,,,Verified
FMEG.DE,07-MAY-2002,,End Of Day,,60.9,61.24,59.73,59.86,435692,,,Verified
FMEG.DE,08-MAY-2002,,End Of Day,,60.3,62.37,59.91,62.2,405582,,,Verified
FMEG.DE,09-MAY-2002,,End Of Day,,62.63,63.3,61.58,62.2,178241,,,Verified
FMEG.DE,10-MAY-2002,,End Of Day,,61.95,63.11,61.9,62.37,176749,,,Verified
FMEG.DE,11-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,12-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,13-MAY-2002,,End Of Day,,62.37,62.95,60.51,61.06,277974,,,Verified
FMEG.DE,14-MAY-2002,,End Of Day,,61.1,61.98,60.72,61.5,309280,,,Verified
FMEG.DE,15-MAY-2002,,End Of Day,,61.51,62.65,60.86,61.85,211623,,,Verified
FMEG.DE,16-MAY-2002,,End Of Day,,61.85,63.68,61.85,63.5,207751,,,Verified
FMEG.DE,17-MAY-2002,,End Of Day,,63.9,63.94,62.25,62.3,267446,,,Verified
FMEG.DE,18-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,19-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,20-MAY-2002,,End Of Day,,62.35,62.75,61.5,61.95,71116,,,Verified
FMEG.DE,21-MAY-2002,,End Of Day,,61.5,63.1,60.51,61.8,185749,,,Verified
FMEG.DE,22-MAY-2002,,End Of Day,,61.5,62.5,61.3,62.5,241294,,,Verified
FMEG.DE,23-MAY-2002,,End Of Day,,61.67,62.39,58,60.2,261724,,,Verified
FMEG.DE,24-MAY-2002,,End Of Day,,60.25,60.74,58.91,60,191200,,,Verified
FMEG.DE,25-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,26-MAY-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,27-MAY-2002,,End Of Day,,59.06,61.22,59.05,60.6,166827,,,Verified
FMEG.DE,28-MAY-2002,,End Of Day,,60.11,60.75,58.68,59.1,249550,,,Verified
FMEG.DE,29-MAY-2002,,End Of Day,,58.92,59.36,58.2,59.14,267499,,,Verified
FMEG.DE,30-MAY-2002,,End Of Day,,58.36,59.19,56.75,57.2,209132,,,Verified
FMEG.DE,31-MAY-2002,,End Of Day,,56.91,57.05,54.3,55.3,724585,,,Verified
FMEG.DE,01-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,02-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,03-JUN-2002,,End Of Day,,55.3,57.26,54.51,56.99,267466,,,Verified
FMEG.DE,04-JUN-2002,,End Of Day,,56.5,57.55,55.77,55.77,240841,,,Verified
FMEG.DE,05-JUN-2002,,End Of Day,,56.08,56.75,54.81,56.2,275872,,,Verified
FMEG.DE,06-JUN-2002,,End Of Day,,55.32,56,54.35,54.45,205509,,,Verified
FMEG.DE,07-JUN-2002,,End Of Day,,54,55.28,53.51,55.28,224827,,,Verified
FMEG.DE,08-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,09-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,10-JUN-2002,,End Of Day,,55.06,55.2,53.55,55.2,173287,,,Verified
FMEG.DE,11-JUN-2002,,End Of Day,,54.88,55.4,53.02,53.02,210272,,,Verified
FMEG.DE,12-JUN-2002,,End Of Day,,52.2,52.35,51.12,51.8,287795,,,Verified
FMEG.DE,13-JUN-2002,,End Of Day,,52.5,52.93,49.58,50.64,244304,,,Verified
FMEG.DE,14-JUN-2002,,End Of Day,,49.5,50.38,47.27,48.7,423719,,,Verified
FMEG.DE,15-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,16-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,17-JUN-2002,,End Of Day,,48.73,52.16,48.31,52,391180,,,Verified
FMEG.DE,18-JUN-2002,,End Of Day,,51.95,51.95,48.99,49.66,313472,,,Verified
FMEG.DE,19-JUN-2002,,End Of Day,,48.37,50.14,48.35,49.22,285668,,,Verified
FMEG.DE,20-JUN-2002,,End Of Day,,49.21,50.36,48.61,49.01,342473,,,Verified
FMEG.DE,21-JUN-2002,,End Of Day,,49.03,50.99,48.3,48.3,1731009,,,Verified
FMEG.DE,22-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,23-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,24-JUN-2002,,End Of Day,,49,50.24,47.53,48.8,496604,,,Verified
FMEG.DE,25-JUN-2002,,End Of Day,,49.04,49.6,47.45,47.45,544524,,,Verified
FMEG.DE,26-JUN-2002,,End Of Day,,45.5,46.35,44.4,45.76,548786,,,Verified
FMEG.DE,27-JUN-2002,,End Of Day,,45.7,46.06,42,43.6,598887,,,Verified
FMEG.DE,28-JUN-2002,,End Of Day,,43.75,45.5,43.75,45.25,536314,,,Verified
FMEG.DE,29-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,30-JUN-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,01-JUL-2002,,End Of Day,,45,47.5,45,47.25,354325,,,Verified
FMEG.DE,02-JUL-2002,,End Of Day,,47.5,47.64,45.92,46.3,394375,,,Verified
FMEG.DE,03-JUL-2002,,End Of Day,,46.2,46.95,46.01,46.62,361339,,,Verified
FMEG.DE,04-JUL-2002,,End Of Day,,47.47,49.88,46.89,49.2,583609,,,Verified
FMEG.DE,05-JUL-2002,,End Of Day,,48.8,53.19,48.8,53.19,543061,,,Verified
FMEG.DE,06-JUL-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,07-JUL-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,08-JUL-2002,,End Of Day,,52.38,52.79,49.02,50.55,359036,,,Verified
FMEG.DE,09-JUL-2002,,End Of Day,,51.18,51.37,49.3,49.3,428809,,,Verified
FMEG.DE,10-JUL-2002,,End Of Day,,49.77,50.22,47.67,48.1,260361,,,Verified
FMEG.DE,11-JUL-2002,,End Of Day,,47.9,48.6,45,45.4,334028,,,Verified
FMEG.DE,12-JUL-2002,,End Of Day,,47,49.25,46.05,48.35,275288,,,Verified
FMEG.DE,13-JUL-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,14-JUL-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,15-JUL-2002,,End Of Day,,47.2,48.14,45.35,45.35,389538,,,Verified
FMEG.DE,16-JUL-2002,,End Of Day,,47,47.73,43.84,45.15,354281,,,Verified
FMEG.DE,17-JUL-2002,,End Of Day,,44.7,46.5,44.7,45.35,170830,,,Verified
FMEG.DE,18-JUL-2002,,End Of Day,,46,47.27,45.4,45.99,239253,,,Verified
FMEG.DE,19-JUL-2002,,End Of Day,,44.98,45.12,42.52,43.34,390814,,,Verified
FMEG.DE,20-JUL-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,21-JUL-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,22-JUL-2002,,End Of Day,,43.05,44.3,41.35,43,312262,,,Verified
FMEG.DE,23-JUL-2002,,End Of Day,,42.5,44,41.54,42.35,420158,,,Verified
FMEG.DE,24-JUL-2002,,End Of Day,,40.5,41.62,37.45,40.86,580435,,,Verified
FMEG.DE,25-JUL-2002,,End Of Day,,40.5,40.99,39.39,39.51,422575,,,Verified
FMEG.DE,26-JUL-2002,,End Of Day,,39,39.89,37.67,39.75,372255,,,Verified
FMEG.DE,27-JUL-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,28-JUL-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,29-JUL-2002,,End Of Day,,39.8,42.5,39.59,41.1,391307,,,Verified
FMEG.DE,30-JUL-2002,,End Of Day,,40.56,40.77,37.85,39.2,641943,,,Verified
FMEG.DE,31-JUL-2002,,End Of Day,,38.87,38.87,34.54,34.54,1657830,,,Verified
FMEG.DE,01-AUG-2002,,End Of Day,,34.1,34.64,30.8,31.61,1197214,,,Verified
FMEG.DE,02-AUG-2002,,End Of Day,,31.8,32,29.15,29.89,1216904,,,Verified
FMEG.DE,03-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,04-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,05-AUG-2002,,End Of Day,,29.72,29.9,26.76,27.19,853780,,,Verified
FMEG.DE,06-AUG-2002,,End Of Day,,26.8,29.1,25,28.62,1137833,,,Verified
FMEG.DE,07-AUG-2002,,End Of Day,,29.4,30.55,27.63,29.95,872720,,,Verified
FMEG.DE,08-AUG-2002,,End Of Day,,30.2,33.09,30.05,32.9,694216,,,Verified
FMEG.DE,09-AUG-2002,,End Of Day,,32.5,34,31.25,33.3,599560,,,Verified
FMEG.DE,10-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,11-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,12-AUG-2002,,End Of Day,,33.28,33.75,31.95,32,300345,,,Verified
FMEG.DE,13-AUG-2002,,End Of Day,,31.51,33.55,31.11,33.39,349904,,,Verified
FMEG.DE,14-AUG-2002,,End Of Day,,32.35,33.02,31.5,32.05,358914,,,Verified
FMEG.DE,15-AUG-2002,,End Of Day,,32.61,33.53,32.6,33.4,279167,,,Verified
FMEG.DE,16-AUG-2002,,End Of Day,,33.5,33.5,32.6,32.9,416019,,,Verified
FMEG.DE,17-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,18-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,19-AUG-2002,,End Of Day,,33.15,33.83,32.8,33.83,373705,,,Verified
FMEG.DE,20-AUG-2002,,End Of Day,,33.4,33.8,32.6,33,451910,,,Verified
FMEG.DE,21-AUG-2002,,End Of Day,,32.61,32.9,31.2,31.85,496254,,,Verified
FMEG.DE,22-AUG-2002,,End Of Day,,31.5,32.35,31.31,31.93,268001,,,Verified
FMEG.DE,23-AUG-2002,,End Of Day,,31.5,32.34,31.46,31.99,157139,,,Verified
FMEG.DE,24-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,25-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,26-AUG-2002,,End Of Day,,31.5,32.2,30.33,30.48,201104,,,Verified
FMEG.DE,27-AUG-2002,,End Of Day,,31.01,31.96,30.6,31.21,278621,,,Verified
FMEG.DE,28-AUG-2002,,End Of Day,,31.78,31.78,30,30.35,167225,,,Verified
FMEG.DE,29-AUG-2002,,End Of Day,,30,30.75,28.65,30.42,270508,,,Verified
FMEG.DE,30-AUG-2002,,End Of Day,,29.72,30.28,28.91,29.1,236281,,,Verified
FMEG.DE,31-AUG-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,01-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,02-SEP-2002,,End Of Day,,29.5,29.68,28.56,29,86832,,,Verified
FMEG.DE,03-SEP-2002,,End Of Day,,28.7,29.16,28.02,28.02,317009,,,Verified
FMEG.DE,04-SEP-2002,,End Of Day,,28.4,28.49,27.56,28.38,202536,,,Verified
FMEG.DE,05-SEP-2002,,End Of Day,,28.4,28.4,26,26.5,471501,,,Verified
FMEG.DE,06-SEP-2002,,End Of Day,,27,28.11,26.4,27.24,309925,,,Verified
FMEG.DE,07-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,08-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,09-SEP-2002,,End Of Day,,27.74,27.74,25.95,26.37,333876,,,Verified
FMEG.DE,10-SEP-2002,,End Of Day,,26,26.85,25.59,25.7,179318,,,Verified
FMEG.DE,11-SEP-2002,,End Of Day,,26,27.35,25.7,27.05,292412,,,Verified
FMEG.DE,12-SEP-2002,,End Of Day,,27.26,27.26,25.78,25.9,322213,,,Verified
FMEG.DE,13-SEP-2002,,End Of Day,,25.85,26.24,23.6,24.25,543169,,,Verified
FMEG.DE,14-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,15-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,16-SEP-2002,,End Of Day,,24.9,24.9,22.73,23.39,349918,,,Verified
FMEG.DE,17-SEP-2002,,End Of Day,,24,24.35,22.73,23.05,482173,,,Verified
FMEG.DE,18-SEP-2002,,End Of Day,,22.55,22.55,21.24,21.65,487768,,,Verified
FMEG.DE,19-SEP-2002,,End Of Day,,21.7,21.8,20.55,20.6,520521,,,Verified
FMEG.DE,20-SEP-2002,,End Of Day,,20.88,21.97,20.75,21.7,968883,,,Verified
FMEG.DE,21-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,22-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,23-SEP-2002,,End Of Day,,21.45,22.25,20.62,21.24,335090,,,Verified
FMEG.DE,24-SEP-2002,,End Of Day,,21.7,22.45,19.98,22.34,682470,,,Verified
FMEG.DE,25-SEP-2002,,End Of Day,,22.32,23.99,22.32,22.79,802057,,,Verified
FMEG.DE,26-SEP-2002,,End Of Day,,22.78,23.85,22.6,23.46,547610,,,Verified
FMEG.DE,27-SEP-2002,,End Of Day,,23.5,23.9,22.42,22.49,271342,,,Verified
FMEG.DE,28-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,29-SEP-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,30-SEP-2002,,End Of Day,,22.47,22.47,21.56,21.97,471475,,,Verified
FMEG.DE,01-OCT-2002,,End Of Day,,22,23,21.26,22.74,425886,,,Verified
FMEG.DE,02-OCT-2002,,End Of Day,,23.3,23.37,21.46,22.94,431471,,,Verified
FMEG.DE,03-OCT-2002,,End Of Day,,22.28,23.51,22.21,22.73,259881,,,Verified
FMEG.DE,04-OCT-2002,,End Of Day,,23.35,23.64,22.01,22.4,271345,,,Verified
FMEG.DE,05-OCT-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,06-OCT-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,07-OCT-2002,,End Of Day,,22.2,22.8,21.8,22.32,299405,,,Verified
FMEG.DE,08-OCT-2002,,End Of Day,,22.32,22.97,22.32,22.97,256199,,,Verified
FMEG.DE,09-OCT-2002,,End Of Day,,22.25,22.99,20.76,21.79,530576,,,Verified
FMEG.DE,10-OCT-2002,,End Of Day,,21.41,22.63,21.22,21.99,372523,,,Verified
FMEG.DE,11-OCT-2002,,End Of Day,,22.1,23.4,21.56,23.22,518481,,,Verified
FMEG.DE,12-OCT-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,13-OCT-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,14-OCT-2002,,End Of Day,,23,25.5,23,24.68,688465,,,Verified
FMEG.DE,15-OCT-2002,,End Of Day,,24.8,26.5,24.31,26.5,719012,,,Verified
FMEG.DE,16-OCT-2002,,End Of Day,,26.49,26.69,25.14,25.4,425751,,,Verified
FMEG.DE,17-OCT-2002,,End Of Day,,25.95,27.6,25.1,27.31,605074,,,Verified
FMEG.DE,18-OCT-2002,,End Of Day,,27.52,29.44,26.87,28.87,782373,,,Verified
FMEG.DE,19-OCT-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,20-OCT-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,21-OCT-2002,,End Of Day,,28.86,30.26,28.21,29.9,465852,,,Verified
FMEG.DE,22-OCT-2002,,End Of Day,,29.9,30.88,29.1,29.85,519388,,,Verified
FMEG.DE,23-OCT-2002,,End Of Day,,29.81,30.7,28.31,28.86,633838,,,Verified
FMEG.DE,24-OCT-2002,,End Of Day,,28.95,29.3,27.25,27.85,282817,,,Verified
FMEG.DE,25-OCT-2002,,End Of Day,,27.89,28.5,26.05,27.25,412459,,,Verified
FMEG.DE,26-OCT-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,27-OCT-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,28-OCT-2002,,End Of Day,,28.84,30.2,28.56,29.95,414353,,,Verified
FMEG.DE,29-OCT-2002,,End Of Day,,30.25,32.4,29.75,31.2,756251,,,Verified
FMEG.DE,30-OCT-2002,,End Of Day,,31.9,32.5,31.21,31.91,484352,,,Verified
FMEG.DE,31-OCT-2002,,End Of Day,,32.38,32.38,31.4,31.85,331244,,,Verified
FMEG.DE,01-NOV-2002,,End Of Day,,32.4,32.4,29.1,30.13,496365,,,Verified
FMEG.DE,02-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,03-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,04-NOV-2002,,End Of Day,,30.18,32.4,30.18,32.4,368051,,,Verified
FMEG.DE,05-NOV-2002,,End Of Day,,32.13,33.5,31.43,32.89,217193,,,Verified
FMEG.DE,06-NOV-2002,,End Of Day,,34,34.04,33.07,33.63,194670,,,Verified
FMEG.DE,07-NOV-2002,,End Of Day,,34,35.6,33.1,34.49,821554,,,Verified
FMEG.DE,08-NOV-2002,,End Of Day,,34.54,34.91,32.7,33.11,385866,,,Verified
FMEG.DE,09-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,10-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,11-NOV-2002,,End Of Day,,33.06,33.69,32,32.33,239210,,,Verified
FMEG.DE,12-NOV-2002,,End Of Day,,31.41,33.74,31.41,33.7,320620,,,Verified
FMEG.DE,13-NOV-2002,,End Of Day,,33.75,33.75,32.51,32.67,227875,,,Verified
FMEG.DE,14-NOV-2002,,End Of Day,,32.2,32.99,32.1,32.55,267941,,,Verified
FMEG.DE,15-NOV-2002,,End Of Day,,32.5,33.09,32.11,32.64,248772,,,Verified
FMEG.DE,16-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,17-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,18-NOV-2002,,End Of Day,,32.99,33.37,32.37,32.82,298290,,,Verified
FMEG.DE,19-NOV-2002,,End Of Day,,32.23,34,32.01,33.9,282213,,,Verified
FMEG.DE,20-NOV-2002,,End Of Day,,33.91,34.3,32.23,33.5,257030,,,Verified
FMEG.DE,21-NOV-2002,,End Of Day,,33.85,34.16,32.72,33.88,297087,,,Verified
FMEG.DE,22-NOV-2002,,End Of Day,,33.78,34.08,33.15,34,185697,,,Verified
FMEG.DE,23-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,24-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,25-NOV-2002,,End Of Day,,33.83,35.47,33.49,34.88,308296,,,Verified
FMEG.DE,26-NOV-2002,,End Of Day,,34.81,35.18,34.2,34.41,208468,,,Verified
FMEG.DE,27-NOV-2002,,End Of Day,,34.58,35.2,33.32,34.5,339915,,,Verified
FMEG.DE,28-NOV-2002,,End Of Day,,33.75,35.77,33.75,34.85,246507,,,Verified
FMEG.DE,29-NOV-2002,,End Of Day,,42.49,45.89,42,45.43,3149866,,,Verified
FMEG.DE,30-NOV-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,01-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,02-DEC-2002,,End Of Day,,45.4,46.4,43.7,44.05,639119,,,Verified
FMEG.DE,03-DEC-2002,,End Of Day,,44.05,44.34,41.31,41.31,544050,,,Verified
FMEG.DE,04-DEC-2002,,End Of Day,,40.8,44.21,40.06,43.95,481198,,,Verified
FMEG.DE,05-DEC-2002,,End Of Day,,44.02,44.72,43,43.3,335515,,,Verified
FMEG.DE,06-DEC-2002,,End Of Day,,43.25,43.7,41.02,41.6,346471,,,Verified
FMEG.DE,07-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,08-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,09-DEC-2002,,End Of Day,,41.7,42.98,40.25,40.25,207243,,,Verified
FMEG.DE,10-DEC-2002,,End Of Day,,40.51,42.39,40.3,40.98,242143,,,Verified
FMEG.DE,11-DEC-2002,,End Of Day,,40.9,42.45,40.51,41.86,311015,,,Verified
FMEG.DE,12-DEC-2002,,End Of Day,,41.89,42.17,40.55,40.99,227928,,,Verified
FMEG.DE,13-DEC-2002,,End Of Day,,41.49,41.5,39.25,39.65,329624,,,Verified
FMEG.DE,14-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,15-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,16-DEC-2002,,End Of Day,,39.19,40.46,39.1,39.71,221677,,,Verified
FMEG.DE,17-DEC-2002,,End Of Day,,39.52,39.8,37.52,37.74,449020,,,Verified
FMEG.DE,18-DEC-2002,,End Of Day,,37.69,40.6,36.12,39.49,652171,,,Verified
FMEG.DE,19-DEC-2002,,End Of Day,,39.9,40.48,38.96,39.99,412065,,,Verified
FMEG.DE,20-DEC-2002,,End Of Day,,39.9,39.9,37.9,39.33,658336,,,Verified
FMEG.DE,21-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,22-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,23-DEC-2002,,End Of Day,,39.91,40.2,37.85,38.69,258954,,,Verified
FMEG.DE,24-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,25-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,26-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,27-DEC-2002,,End Of Day,,37.6,38.87,37.5,37.77,59334,,,Verified
FMEG.DE,28-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,29-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,30-DEC-2002,,End Of Day,,37.74,39.46,37,39.46,208363,,,Verified
FMEG.DE,31-DEC-2002,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,01-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,02-JAN-2003,,End Of Day,,40.2,40.2,38,39.04,304803,,,Verified
FMEG.DE,03-JAN-2003,,End Of Day,,39.26,40.25,38.61,39.84,310916,,,Verified
FMEG.DE,04-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,05-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,06-JAN-2003,,End Of Day,,39.17,40.96,39.05,40.88,268261,,,Verified
FMEG.DE,07-JAN-2003,,End Of Day,,40.5,41.08,39.01,40.3,268964,,,Verified
FMEG.DE,08-JAN-2003,,End Of Day,,39.95,39.97,38.21,38.22,284858,,,Verified
FMEG.DE,09-JAN-2003,,End Of Day,,38.27,41.21,38,40.96,531333,,,Verified
FMEG.DE,10-JAN-2003,,End Of Day,,40.96,41.18,40.38,40.87,264670,,,Verified
FMEG.DE,11-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,12-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,13-JAN-2003,,End Of Day,,40.82,42.98,40.82,42.39,471468,,,Verified
FMEG.DE,14-JAN-2003,,End Of Day,,42.11,43.66,41.63,43.25,427249,,,Verified
FMEG.DE,15-JAN-2003,,End Of Day,,42.77,44.74,42.75,44.47,655762,,,Verified
FMEG.DE,16-JAN-2003,,End Of Day,,44.5,45.99,44.21,45.52,480401,,,Verified
FMEG.DE,17-JAN-2003,,End Of Day,,45.4,45.5,43.26,44.1,446389,,,Verified
FMEG.DE,18-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,19-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,20-JAN-2003,,End Of Day,,44,44.45,41.61,42.25,406991,,,Verified
FMEG.DE,21-JAN-2003,,End Of Day,,42.3,43.4,41.11,42.89,424696,,,Verified
FMEG.DE,22-JAN-2003,,End Of Day,,43.2,44.29,42.25,43.22,448565,,,Verified
FMEG.DE,23-JAN-2003,,End Of Day,,43.3,44.5,42.9,43.55,470092,,,Verified
FMEG.DE,24-JAN-2003,,End Of Day,,43.47,44.4,42.63,43.44,354851,,,Verified
FMEG.DE,25-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,26-JAN-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,27-JAN-2003,,End Of Day,,43.57,43.96,42.63,43.28,262896,,,Verified
FMEG.DE,28-JAN-2003,,End Of Day,,43.2,43.44,42.02,43.07,282242,,,Verified
FMEG.DE,29-JAN-2003,,End Of Day,,42.45,43.65,42.33,42.84,408884,,,Verified
FMEG.DE,30-JAN-2003,,End Of Day,,43.2,43.29,41.7,42.5,213710,,,Verified
FMEG.DE,31-JAN-2003,,End Of Day,,41.6,42.61,41.01,42.61,210182,,,Verified
FMEG.DE,01-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,02-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,03-FEB-2003,,End Of Day,,42.54,43.72,42.2,42.96,244236,,,Verified
FMEG.DE,04-FEB-2003,,End Of Day,,43.19,43.19,40,41.38,298597,,,Verified
FMEG.DE,05-FEB-2003,,End Of Day,,41.4,43.58,40.1,42.98,338261,,,Verified
FMEG.DE,06-FEB-2003,,End Of Day,,42.45,43.25,41.25,42.65,404579,,,Verified
FMEG.DE,07-FEB-2003,,End Of Day,,42.54,43.15,41.56,41.81,207916,,,Verified
FMEG.DE,08-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,09-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,10-FEB-2003,,End Of Day,,41.4,41.9,40.46,41.65,351979,,,Verified
FMEG.DE,11-FEB-2003,,End Of Day,,41.15,42.19,40.12,40.55,269908,,,Verified
FMEG.DE,12-FEB-2003,,End Of Day,,41.8,41.98,39.3,39.51,360888,,,Verified
FMEG.DE,13-FEB-2003,,End Of Day,,39.45,40.44,38.53,39.43,449641,,,Verified
FMEG.DE,14-FEB-2003,,End Of Day,,39.21,40.5,39.2,40.1,222214,,,Verified
FMEG.DE,15-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,16-FEB-2003,,End Of Day,No Trades,,,,,,,,Verified
FMEG.DE,17-FEB-2003,,End Of Day,,40.98,40.98,39.61,39.81,161048,,,Verified
FMEG.DE,18-FEB-2003,,End Of Day,,39.88,40.79,39.19,40.25,317658,,,Verified
FMEG.DE,19-FEB-2003,,End Of Day,,40.15,40.49,39.33,39.66,206752,,,Verified
